              DRT4 Data File V2.0
============================================================
1) Subject Information
Subject Name:   
Subject No:   
Date of Birth:   
Subject Address:   
Operator:    
Date: 10:46:00 (7/5/2026)  
DRT4 Serial Number: #3173  
Comment:   
2) Monitor Schedule
Indefinite monitoring until stopped by user
3) Display Configuration
Total Graph Number: 1 
Active Graph Number: 1 
Sampling Rate:  10/sec 
Time Constant: off 
Time Offset: 0.05 sec 
Total Mark Number: 0 
Active Mark Number: 1 
No: 	Hour	Min	Sec	Label	Comment	Current	Heater1	Heater2
4) Trace Data
No: 	Hour 	Min 	Sec 	F1 
1	0	0	0.0	 78.2 
2	0	0	0.1	 70.3 
2555	0	4	15.4	234.2 
2556	0	4	15.5	251.6 
2557	0	4	15.6	257.5 
2558	0	4	15.7	245.1 
2559	0	4	15.8	244.6 
2560	0	4	15.9	224.2 
2561	0	4	16.0	218.6 
2562	0	4	16.1	243.0 
2563	0	4	16.2	261.7 
2564	0	4	16.3	257.3 
2565	0	4	16.4	262.6 
2566	0	4	16.5	254.8 
2567	0	4	16.6	236.5 
2568	0	4	16.7	222.8 
2569	0	4	16.8	276.1 
2570	0	4	16.9	281.1 
2571	0	4	17.0	263.1 
2572	0	4	17.1	254.1 
2573	0	4	17.2	244.9 
2574	0	4	17.3	249.3 
2575	0	4	17.4	248.4 
2576	0	4	17.5	260.6 
2577	0	4	17.6	262.6 
2578	0	4	17.7	259.8 
2579	0	4	17.8	217.5 
2580	0	4	17.9	221.2 
2581	0	4	18.0	195.4 
2582	0	4	18.1	189.8 
2583	0	4	18.2	208.2 
2584	0	4	18.3	218.4 
2585	0	4	18.4	223.7 
2586	0	4	18.5	251.0 
2587	0	4	18.6	230.4 
2588	0	4	18.7	215.2 
2589	0	4	18.8	206.6 
2590	0	4	18.9	224.7 
2591	0	4	19.0	234.2 
2592	0	4	19.1	217.0 
2593	0	4	19.2	196.9 
2594	0	4	19.3	211.2 
2595	0	4	19.4	209.8 
2596	0	4	19.5	195.2 
2597	0	4	19.6	211.2 
2598	0	4	19.7	221.2 
2599	0	4	19.8	196.3 
2600	0	4	19.9	199.0 
2601	0	4	20.0	198.7 
2602	0	4	20.1	185.6 
2603	0	4	20.2	208.2 
2604	0	4	20.3	215.1 
2605	0	4	20.4	202.6 
2606	0	4	20.5	204.1 
2607	0	4	20.6	186.6 
2608	0	4	20.7	168.7 
2609	0	4	20.8	155.3 
2610	0	4	20.9	194.5 
2611	0	4	21.0	194.2 
2612	0	4	21.1	184.6 
2613	0	4	21.2	191.5 
2614	0	4	21.3	185.1 
2615	0	4	21.4	179.9 
2616	0	4	21.5	160.5 
2617	0	4	21.6	190.1 
2618	0	4	21.7	194.8 
2619	0	4	21.8	211.8 
2620	0	4	21.9	224.1 
2621	0	4	22.0	200.4 
2622	0	4	22.1	167.3 
2623	0	4	22.2	161.6 
2624	0	4	22.3	173.1 
2625	0	4	22.4	189.2 
2626	0	4	22.5	189.3 
2627	0	4	22.6	192.8 
2628	0	4	22.7	188.1 
2629	0	4	22.8	177.6 
2630	0	4	22.9	154.0 
2631	0	4	23.0	142.6 
2632	0	4	23.1	162.7 
2633	0	4	23.2	171.6 
2634	0	4	23.3	176.4 
2635	0	4	23.4	176.2 
2636	0	4	23.5	162.4 
2637	0	4	23.6	144.0 
2638	0	4	23.7	132.9 
2639	0	4	23.8	153.9 
2640	0	4	23.9	200.2 
2641	0	4	24.0	181.2 
2642	0	4	24.1	194.2 
2643	0	4	24.2	173.6 
2644	0	4	24.3	151.9 
2645	0	4	24.4	127.9 
2646	0	4	24.5	138.1 
2647	0	4	24.6	115.3 
2648	0	4	24.7	142.0 
2649	0	4	24.8	127.1 
2650	0	4	24.9	120.2 
2651	0	4	25.0	127.8 
2652	0	4	25.1	117.0 
2653	0	4	25.2	108.2 
2654	0	4	25.3	111.7 
2655	0	4	25.4	101.3 
2656	0	4	25.5	 85.2 
2657	0	4	25.6	107.6 
2658	0	4	25.7	134.3 
2659	0	4	25.8	124.5 
2660	0	4	25.9	109.0 
2661	0	4	26.0	 95.7 
2662	0	4	26.1	112.4 
2663	0	4	26.2	 91.2 
2664	0	4	26.3	 78.3 
2665	0	4	26.4	111.5 
2666	0	4	26.5	118.4 
2667	0	4	26.6	101.8 
2668	0	4	26.7	109.5 
2669	0	4	26.8	 96.0 
2670	0	4	26.9	 97.6 
2671	0	4	27.0	104.1 
2672	0	4	27.1	111.8 
2673	0	4	27.2	100.2 
2674	0	4	27.3	113.7 
2675	0	4	27.4	100.2 
2676	0	4	27.5	 98.0 
2677	0	4	27.6	 91.8 
2678	0	4	27.7	 60.3 
2679	0	4	27.8	 69.2 
2680	0	4	27.9	 77.0 
2681	0	4	28.0	109.4 
2682	0	4	28.1	101.8 
2683	0	4	28.2	104.4 
2684	0	4	28.3	 95.0 
2685	0	4	28.4	 70.8 
2686	0	4	28.5	 65.7 
2687	0	4	28.6	 79.7 
2688	0	4	28.7	124.1 
2689	0	4	28.8	121.8 
2690	0	4	28.9	 98.5 
2691	0	4	29.0	 80.6 
2692	0	4	29.1	 65.8 
2693	0	4	29.2	 70.4 
2694	0	4	29.3	 74.4 
2695	0	4	29.4	 95.0 
2696	0	4	29.5	 99.8 
2697	0	4	29.6	 92.8 
2698	0	4	29.7	 96.7 
2699	0	4	29.8	104.0 
2700	0	4	29.9	 88.4 
2701	0	4	30.0	 93.1 
2702	0	4	30.1	104.3 
2703	0	4	30.2	112.1 
2704	0	4	30.3	105.0 
2705	0	4	30.4	105.2 
2706	0	4	30.5	124.2 
2707	0	4	30.6	135.9 
2708	0	4	30.7	113.5 
2709	0	4	30.8	 95.2 
2710	0	4	30.9	118.2 
2711	0	4	31.0	113.6 
2712	0	4	31.1	 77.3 
2713	0	4	31.2	 62.6 
2714	0	4	31.3	 69.9 
2715	0	4	31.4	 78.8 
2716	0	4	31.5	 75.4 
2717	0	4	31.6	 99.3 
2718	0	4	31.7	113.2 
2719	0	4	31.8	 94.9 
2720	0	4	31.9	 87.7 
2721	0	4	32.0	 83.4 
2722	0	4	32.1	 88.6 
2723	0	4	32.2	 96.8 
2724	0	4	32.3	109.9 
2725	0	4	32.4	123.1 
2726	0	4	32.5	 98.5 
2727	0	4	32.6	 75.7 
2728	0	4	32.7	 72.3 
2729	0	4	32.8	 46.6 
2730	0	4	32.9	 35.9 
2731	0	4	33.0	 33.0 
2732	0	4	33.1	 57.2 
2733	0	4	33.2	 73.3 
2734	0	4	33.3	 60.6 
2735	0	4	33.4	 49.9 
2736	0	4	33.5	 33.4 
2737	0	4	33.6	 31.6 
2738	0	4	33.7	 30.3 
2739	0	4	33.8	 37.5 
2740	0	4	33.9	 76.3 
2741	0	4	34.0	 77.9 
2742	0	4	34.1	 71.4 
2743	0	4	34.2	 69.1 
2744	0	4	34.3	 62.9 
2745	0	4	34.4	 60.7 
2746	0	4	34.5	 45.2 
2747	0	4	34.6	 47.3 
2748	0	4	34.7	 71.4 
2749	0	4	34.8	 58.2 
2750	0	4	34.9	 30.8 
2751	0	4	35.0	 23.4 
2752	0	4	35.1	 27.3 
2753	0	4	35.2	 23.1 
2754	0	4	35.3	 13.2 
2755	0	4	35.4	 24.2 
2756	0	4	35.5	 40.1 
2757	0	4	35.6	 41.6 
2758	0	4	35.7	 40.7 
2759	0	4	35.8	 33.5 
2760	0	4	35.9	 26.7 
2761	0	4	36.0	 26.1 
2762	0	4	36.1	 34.3 
2763	0	4	36.2	 54.0 
2764	0	4	36.3	 73.3 
2765	0	4	36.4	 89.5 
2766	0	4	36.5	114.4 
2767	0	4	36.6	106.2 
2768	0	4	36.7	 83.3 
2769	0	4	36.8	 57.9 
2770	0	4	36.9	 71.0 
2771	0	4	37.0	 93.9 
2772	0	4	37.1	 79.9 
2773	0	4	37.2	 62.2 
2774	0	4	37.3	 81.2 
2775	0	4	37.4	 93.1 
2776	0	4	37.5	 89.1 
2777	0	4	37.6	 88.4 
2778	0	4	37.7	106.5 
2779	0	4	37.8	126.3 
2780	0	4	37.9	110.6 
2781	0	4	38.0	 91.6 
2782	0	4	38.1	 85.2 
2783	0	4	38.2	 72.3 
2784	0	4	38.3	 70.5 
2785	0	4	38.4	 81.8 
2786	0	4	38.5	129.0 
2787	0	4	38.6	164.1 
2788	0	4	38.7	164.8 
2789	0	4	38.8	153.5 
2790	0	4	38.9	135.3 
2791	0	4	39.0	120.8 
2792	0	4	39.1	108.3 
2793	0	4	39.2	125.2 
2794	0	4	39.3	182.3 
2795	0	4	39.4	205.1 
2796	0	4	39.5	188.3 
2797	0	4	39.6	179.5 
2798	0	4	39.7	176.1 
2799	0	4	39.8	174.2 
2800	0	4	39.9	152.4 
2801	0	4	40.0	195.9 
2802	0	4	40.1	255.3 
2803	0	4	40.2	281.2 
2804	0	4	40.3	276.8 
2805	0	4	40.4	276.2 
2806	0	4	40.5	262.1 
2807	0	4	40.6	239.0 
2808	0	4	40.7	217.7 
2809	0	4	40.8	257.8 
2810	0	4	40.9	262.4 
2811	0	4	41.0	240.0 
2812	0	4	41.1	260.9 
2813	0	4	41.2	265.4 
2814	0	4	41.3	274.8 
2815	0	4	41.4	238.7 
2816	0	4	41.5	263.1 
2817	0	4	41.6	291.5 
2818	0	4	41.7	262.7 
2819	0	4	41.8	271.2 
2820	0	4	41.9	257.6 
2821	0	4	42.0	266.8 
2822	0	4	42.1	255.7 
2823	0	4	42.2	261.5 
2824	0	4	42.3	302.4 
2825	0	4	42.4	301.9 
2826	0	4	42.5	277.1 
2827	0	4	42.6	267.2 
2828	0	4	42.7	261.0 
2829	0	4	42.8	248.8 
2830	0	4	42.9	275.7 
2831	0	4	43.0	269.0 
2832	0	4	43.1	248.7 
2833	0	4	43.2	260.2 
2834	0	4	43.3	260.1 
2835	0	4	43.4	273.3 
2836	0	4	43.5	266.5 
2837	0	4	43.6	293.8 
2838	0	4	43.7	301.7 
2839	0	4	43.8	278.4 
2840	0	4	43.9	265.3 
2841	0	4	44.0	241.2 
2842	0	4	44.1	224.8 
2843	0	4	44.2	248.9 
2844	0	4	44.3	251.1 
2845	0	4	44.4	257.8 
2846	0	4	44.5	266.8 
2847	0	4	44.6	249.2 
2848	0	4	44.7	223.4 
2849	0	4	44.8	221.6 
2850	0	4	44.9	249.7 
2851	0	4	45.0	255.9 
2852	0	4	45.1	228.9 
2853	0	4	45.2	212.3 
2854	0	4	45.3	212.0 
2855	0	4	45.4	214.2 
2856	0	4	45.5	213.9 
2857	0	4	45.6	208.7 
2858	0	4	45.7	216.8 
2859	0	4	45.8	196.2 
2860	0	4	45.9	173.4 
2861	0	4	46.0	173.2 
2862	0	4	46.1	178.2 
2863	0	4	46.2	177.2 
2864	0	4	46.3	176.4 
2865	0	4	46.4	213.5 
2866	0	4	46.5	219.8 
2867	0	4	46.6	206.5 
2868	0	4	46.7	165.4 
2869	0	4	46.8	163.1 
2870	0	4	46.9	192.2 
2871	0	4	47.0	183.5 
2872	0	4	47.1	183.6 
2873	0	4	47.2	168.9 
2874	0	4	47.3	148.2 
2875	0	4	47.4	140.3 
2876	0	4	47.5	131.9 
2877	0	4	47.6	168.7 
2878	0	4	47.7	167.5 
2879	0	4	47.8	151.9 
2880	0	4	47.9	148.8 
2881	0	4	48.0	124.6 
2882	0	4	48.1	123.9 
2883	0	4	48.2	130.9 
2884	0	4	48.3	158.5 
2885	0	4	48.4	201.5 
2886	0	4	48.5	201.7 
2887	0	4	48.6	154.5 
2888	0	4	48.7	118.6 
2889	0	4	48.8	 94.3 
2890	0	4	48.9	 70.3 
2891	0	4	49.0	 79.2 
2892	0	4	49.1	 91.9 
2893	0	4	49.2	104.6 
2894	0	4	49.3	 88.0 
2895	0	4	49.4	 87.3 
2896	0	4	49.5	 64.8 
2897	0	4	49.6	 54.0 
2898	0	4	49.7	 42.0 
2899	0	4	49.8	 33.6 
2900	0	4	49.9	 47.9 
2901	0	4	50.0	 64.9 
2902	0	4	50.1	 60.9 
2903	0	4	50.2	 64.8 
2904	0	4	50.3	 78.2 
2905	0	4	50.4	 76.1 
2906	0	4	50.5	 69.7 
2907	0	4	50.6	 69.0 
2908	0	4	50.7	 39.6 
2909	0	4	50.8	 56.2 
2910	0	4	50.9	 36.7 
2911	0	4	51.0	 29.5 
2912	0	4	51.1	 23.9 
2913	0	4	51.2	 30.7 
2914	0	4	51.3	 20.7 
2915	0	4	51.4	 12.4 
2916	0	4	51.5	 21.6 
2917	0	4	51.6	 49.8 
2918	0	4	51.7	 48.6 
2919	0	4	51.8	 25.2 
2920	0	4	51.9	 31.9 
2921	0	4	52.0	 32.5 
2922	0	4	52.1	 28.0 
2923	0	4	52.2	 28.9 
2924	0	4	52.3	 36.2 
2925	0	4	52.4	 50.5 
2926	0	4	52.5	 54.6 
2927	0	4	52.6	 41.8 
2928	0	4	52.7	 33.8 
2929	0	4	52.8	 30.7 
2930	0	4	52.9	 40.9 
2931	0	4	53.0	 57.2 
2932	0	4	53.1	 82.9 
2933	0	4	53.2	 79.4 
2934	0	4	53.3	 72.0 
2935	0	4	53.4	 48.3 
2936	0	4	53.5	 47.7 
2937	0	4	53.6	 36.4 
2938	0	4	53.7	 52.6 
2939	0	4	53.8	 56.4 
2940	0	4	53.9	 60.2 
2941	0	4	54.0	 59.1 
2942	0	4	54.1	 64.5 
2943	0	4	54.2	 84.5 
2944	0	4	54.3	 94.0 
2945	0	4	54.4	106.8 
2946	0	4	54.5	112.4 
2947	0	4	54.6	116.4 
2948	0	4	54.7	 91.9 
2949	0	4	54.8	 78.9 
2950	0	4	54.9	 70.7 
2951	0	4	55.0	 78.7 
2952	0	4	55.1	 97.5 
2953	0	4	55.2	 90.7 
2954	0	4	55.3	 87.7 
2955	0	4	55.4	 71.4 
2956	0	4	55.5	 64.1 
2957	0	4	55.6	 75.7 
2958	0	4	55.7	 84.4 
2959	0	4	55.8	111.2 
2960	0	4	55.9	106.5 
2961	0	4	56.0	 86.3 
2962	0	4	56.1	 77.7 
2963	0	4	56.2	 83.4 
2964	0	4	56.3	 66.1 
2965	0	4	56.4	 56.6 
2966	0	4	56.5	 71.2 
2967	0	4	56.6	 59.9 
2968	0	4	56.7	 42.6 
2969	0	4	56.8	 37.6 
2970	0	4	56.9	 32.6 
2971	0	4	57.0	 30.9 
2972	0	4	57.1	 41.0 
2973	0	4	57.2	 59.1 
2974	0	4	57.3	 47.8 
2975	0	4	57.4	 46.3 
2976	0	4	57.5	 37.5 
2977	0	4	57.6	 37.2 
2978	0	4	57.7	 44.9 
2979	0	4	57.8	 43.7 
2980	0	4	57.9	 60.8 
2981	0	4	58.0	 50.2 
2982	0	4	58.1	 47.5 
2983	0	4	58.2	 29.7 
2984	0	4	58.3	 29.0 
2985	0	4	58.4	 23.1 
2986	0	4	58.5	 49.1 
2987	0	4	58.6	 68.9 
2988	0	4	58.7	 56.3 
2989	0	4	58.8	 44.6 
2990	0	4	58.9	 45.8 
2991	0	4	59.0	 34.7 
2992	0	4	59.1	 35.9 
2993	0	4	59.2	 37.8 
2994	0	4	59.3	 53.4 
2995	0	4	59.4	 50.3 
2996	0	4	59.5	 60.3 
2997	0	4	59.6	 48.9 
2998	0	4	59.7	 55.5 
2999	0	4	59.8	 72.4 
3000	0	4	59.9	 69.3 
3001	0	5	0.0	 73.0 
3002	0	5	0.1	 65.0 
3003	0	5	0.2	 57.0 
3004	0	5	0.3	 52.8 
3005	0	5	0.4	 42.4 
3006	0	5	0.5	 41.9 
3007	0	5	0.6	 38.5 
3008	0	5	0.7	 41.6 
3009	0	5	0.8	 66.2 
3010	0	5	0.9	 80.5 
3011	0	5	1.0	 59.4 
3012	0	5	1.1	 57.2 
3013	0	5	1.2	 47.2 
3014	0	5	1.3	 41.1 
3015	0	5	1.4	 41.3 
3016	0	5	1.5	 75.4 
3017	0	5	1.6	115.3 
3018	0	5	1.7	105.8 
3019	0	5	1.8	 93.1 
3020	0	5	1.9	 86.2 
3021	0	5	2.0	 93.8 
3022	0	5	2.1	104.2 
3023	0	5	2.2	124.2 
3024	0	5	2.3	152.8 
3025	0	5	2.4	156.4 
3026	0	5	2.5	137.9 
3027	0	5	2.6	133.3 
3028	0	5	2.7	121.4 
3029	0	5	2.8	121.7 
3030	0	5	2.9	123.5 
3031	0	5	3.0	158.2 
3032	0	5	3.1	170.6 
3033	0	5	3.2	181.4 
3034	0	5	3.3	174.1 
3035	0	5	3.4	161.2 
3036	0	5	3.5	137.5 
3037	0	5	3.6	140.0 
3038	0	5	3.7	170.7 
3039	0	5	3.8	186.1 
3040	0	5	3.9	176.6 
3041	0	5	4.0	165.7 
3042	0	5	4.1	163.2 
3043	0	5	4.2	168.3 
3044	0	5	4.3	152.3 
3045	0	5	4.4	180.2 
3046	0	5	4.5	200.1 
3047	0	5	4.6	203.9 
3048	0	5	4.7	218.2 
3049	0	5	4.8	212.2 
3050	0	5	4.9	192.7 
3051	0	5	5.0	214.9 
3052	0	5	5.1	240.6 
3053	0	5	5.2	223.1 
3054	0	5	5.3	230.1 
3055	0	5	5.4	235.8 
3056	0	5	5.5	216.1 
3057	0	5	5.6	222.7 
3058	0	5	5.7	257.0 
3059	0	5	5.8	259.6 
3060	0	5	5.9	252.5 
3061	0	5	6.0	244.7 
3062	0	5	6.1	241.8 
3063	0	5	6.2	227.3 
3064	0	5	6.3	225.2 
3065	0	5	6.4	238.7 
3066	0	5	6.5	236.1 
3067	0	5	6.6	221.3 
3068	0	5	6.7	208.8 
3069	0	5	6.8	225.1 
3070	0	5	6.9	218.7 
3071	0	5	7.0	238.2 
3072	0	5	7.1	255.5 
3073	0	5	7.2	228.7 
3074	0	5	7.3	213.7 
3075	0	5	7.4	210.3 
3076	0	5	7.5	194.8 
3077	0	5	7.6	193.3 
3078	0	5	7.7	210.6 
3079	0	5	7.8	224.9 
3080	0	5	7.9	231.3 
3081	0	5	8.0	228.8 
3082	0	5	8.1	211.0 
3083	0	5	8.2	213.0 
3084	0	5	8.3	210.5 
3085	0	5	8.4	221.7 
3086	0	5	8.5	209.7 
3087	0	5	8.6	191.2 
3088	0	5	8.7	179.7 
3089	0	5	8.8	168.4 
3090	0	5	8.9	161.6 
3091	0	5	9.0	195.2 
3092	0	5	9.1	196.7 
3093	0	5	9.2	186.7 
3094	0	5	9.3	187.3 
3095	0	5	9.4	177.8 
3096	0	5	9.5	149.5 
3097	0	5	9.6	139.2 
3098	0	5	9.7	169.6 
3099	0	5	9.8	175.9 
3100	0	5	9.9	151.2 
3101	0	5	10.0	151.3 
3102	0	5	10.1	137.8 
3103	0	5	10.2	116.8 
3104	0	5	10.3	 93.8 
3105	0	5	10.4	126.8 
3106	0	5	10.5	138.0 
3107	0	5	10.6	141.8 
3108	0	5	10.7	141.4 
3109	0	5	10.8	114.9 
3110	0	5	10.9	101.6 
3111	0	5	11.0	 82.5 
3112	0	5	11.1	 90.6 
3113	0	5	11.2	107.8 
3114	0	5	11.3	130.7 
3115	0	5	11.4	126.5 
3116	0	5	11.5	104.1 
3117	0	5	11.6	108.1 
3118	0	5	11.7	129.9 
3119	0	5	11.8	131.1 
3120	0	5	11.9	107.2 
3121	0	5	12.0	 80.9 
3122	0	5	12.1	 84.7 
3123	0	5	12.2	 70.5 
3124	0	5	12.3	 67.6 
3125	0	5	12.4	 65.4 
3126	0	5	12.5	 62.1 
3127	0	5	12.6	 70.0 
3128	0	5	12.7	 51.3 
3129	0	5	12.8	 61.4 
3130	0	5	12.9	 62.6 
3131	0	5	13.0	 70.9 
3132	0	5	13.1	 71.7 
3133	0	5	13.2	 66.1 
3134	0	5	13.3	 62.4 
3135	0	5	13.4	 56.2 
3136	0	5	13.5	 46.5 
3137	0	5	13.6	 36.0 
3138	0	5	13.7	 50.8 
3139	0	5	13.8	 62.0 
3140	0	5	13.9	 64.3 
3141	0	5	14.0	 62.2 
3142	0	5	14.1	 42.3 
3143	0	5	14.2	 39.3 
3144	0	5	14.3	 41.0 
3145	0	5	14.4	 41.5 
3146	0	5	14.5	 46.9 
3147	0	5	14.6	 45.7 
3148	0	5	14.7	 29.8 
3149	0	5	14.8	 27.2 
3150	0	5	14.9	 25.6 
3151	0	5	15.0	 33.6 
3152	0	5	15.1	 26.4 
3153	0	5	15.2	 18.6 
3154	0	5	15.3	 23.7 
3155	0	5	15.4	 35.6 
3156	0	5	15.5	 31.8 
3157	0	5	15.6	 26.6 
3158	0	5	15.7	 39.8 
3159	0	5	15.8	 29.5 
3160	0	5	15.9	 17.7 
3161	0	5	16.0	 14.8 
3162	0	5	16.1	 51.3 
3163	0	5	16.2	 51.7 
3164	0	5	16.3	 45.2 
3165	0	5	16.4	 37.0 
3166	0	5	16.5	 37.1 
3167	0	5	16.6	 36.2 
3168	0	5	16.7	 33.4 
3169	0	5	16.8	 48.5 
3170	0	5	16.9	 69.5 
3171	0	5	17.0	 51.4 
3172	0	5	17.1	 41.0 
3173	0	5	17.2	 41.3 
3174	0	5	17.3	 34.9 
3175	0	5	17.4	 31.8 
3176	0	5	17.5	 60.6 
3177	0	5	17.6	 87.1 
3178	0	5	17.7	 83.1 
3179	0	5	17.8	 66.0 
3180	0	5	17.9	 68.9 
3181	0	5	18.0	 65.5 
3182	0	5	18.1	 61.5 
3183	0	5	18.2	 92.2 
3184	0	5	18.3	109.2 
3185	0	5	18.4	101.6 
3186	0	5	18.5	 86.2 
3187	0	5	18.6	 85.9 
3188	0	5	18.7	 96.6 
3189	0	5	18.8	 94.4 
3190	0	5	18.9	103.1 
3191	0	5	19.0	144.6 
3192	0	5	19.1	133.8 
3193	0	5	19.2	115.6 
3194	0	5	19.3	111.9 
3195	0	5	19.4	 89.4 
3196	0	5	19.5	 97.3 
3197	0	5	19.6	 88.3 
3198	0	5	19.7	 92.9 
3199	0	5	19.8	 93.0 
3200	0	5	19.9	 96.8 
3201	0	5	20.0	102.6 
3202	0	5	20.1	 86.7 
3203	0	5	20.2	 86.8 
3204	0	5	20.3	102.4 
3205	0	5	20.4	132.4 
3206	0	5	20.5	114.4 
3207	0	5	20.6	108.1 
3208	0	5	20.7	 97.3 
3209	0	5	20.8	 83.2 
3210	0	5	20.9	 86.1 
3211	0	5	21.0	 89.8 
3212	0	5	21.1	102.6 
3213	0	5	21.2	 97.0 
3214	0	5	21.3	 86.1 
3215	0	5	21.4	 74.1 
3216	0	5	21.5	 65.7 
3217	0	5	21.6	 51.3 
3218	0	5	21.7	 45.4 
3219	0	5	21.8	 62.1 
3220	0	5	21.9	 71.3 
3221	0	5	22.0	 43.8 
3222	0	5	22.1	 31.5 
3223	0	5	22.2	 46.1 
3224	0	5	22.3	 47.0 
3225	0	5	22.4	 26.5 
3226	0	5	22.5	 41.6 
3227	0	5	22.6	 47.9 
3228	0	5	22.7	 39.1 
3229	0	5	22.8	 43.8 
3230	0	5	22.9	 23.7 
3231	0	5	23.0	 19.9 
3232	0	5	23.1	 18.2 
3233	0	5	23.2	 37.9 
3234	0	5	23.3	 45.1 
3235	0	5	23.4	 28.7 
3236	0	5	23.5	 17.7 
3237	0	5	23.6	 18.8 
3238	0	5	23.7	 18.9 
3239	0	5	23.8	 18.4 
3240	0	5	23.9	 38.6 
3241	0	5	24.0	 40.4 
3242	0	5	24.1	 30.8 
3243	0	5	24.2	 40.2 
3244	0	5	24.3	 33.3 
3245	0	5	24.4	 27.5 
3246	0	5	24.5	 25.7 
3247	0	5	24.6	 22.8 
3248	0	5	24.7	 21.4 
3249	0	5	24.8	 21.4 
3250	0	5	24.9	 26.4 
3251	0	5	25.0	 23.9 
3252	0	5	25.1	 29.7 
3253	0	5	25.2	 28.9 
3254	0	5	25.3	 31.4 
3255	0	5	25.4	 40.7 
3256	0	5	25.5	 33.1 
3257	0	5	25.6	 35.6 
3258	0	5	25.7	 34.1 
3259	0	5	25.8	 46.2 
3260	0	5	25.9	 37.2 
3261	0	5	26.0	 56.1 
3262	0	5	26.1	 66.4 
3263	0	5	26.2	 58.5 
3264	0	5	26.3	 58.2 
3265	0	5	26.4	 73.2 
3266	0	5	26.5	 71.3 
3267	0	5	26.6	 73.3 
3268	0	5	26.7	 94.6 
3269	0	5	26.8	 97.1 
3270	0	5	26.9	 91.1 
3271	0	5	27.0	 94.7 
3272	0	5	27.1	 68.7 
3273	0	5	27.2	 69.2 
3274	0	5	27.3	 63.2 
3275	0	5	27.4	 49.6 
3276	0	5	27.5	 42.0 
3277	0	5	27.6	 62.4 
3278	0	5	27.7	 79.2 
3279	0	5	27.8	 64.9 
3280	0	5	27.9	 62.6 
3281	0	5	28.0	 50.2 
3282	0	5	28.1	 51.6 
3283	0	5	28.2	 47.0 
3284	0	5	28.3	 37.7 
3285	0	5	28.4	 61.9 
3286	0	5	28.5	 77.5 
3287	0	5	28.6	 85.1 
3288	0	5	28.7	 75.5 
3289	0	5	28.8	 71.1 
3290	0	5	28.9	 48.2 
3291	0	5	29.0	 57.4 
3292	0	5	29.1	107.1 
3293	0	5	29.2	149.6 
3294	0	5	29.3	169.8 
3295	0	5	29.4	160.4 
3296	0	5	29.5	167.8 
3297	0	5	29.6	176.0 
3298	0	5	29.7	166.7 
3299	0	5	29.8	171.9 
3300	0	5	29.9	183.6 
3301	0	5	30.0	170.8 
3302	0	5	30.1	170.1 
3303	0	5	30.2	167.2 
3304	0	5	30.3	151.0 
3305	0	5	30.4	138.0 
3306	0	5	30.5	160.1 
3307	0	5	30.6	180.1 
3308	0	5	30.7	164.1 
3309	0	5	30.8	143.5 
3310	0	5	30.9	150.2 
3311	0	5	31.0	144.1 
3312	0	5	31.1	146.2 
3313	0	5	31.2	141.7 
3314	0	5	31.3	167.5 
3315	0	5	31.4	169.7 
3316	0	5	31.5	149.2 
3317	0	5	31.6	142.6 
3318	0	5	31.7	137.3 
3319	0	5	31.8	134.3 
3320	0	5	31.9	140.0 
3321	0	5	32.0	170.3 
3322	0	5	32.1	173.9 
3323	0	5	32.2	158.9 
3324	0	5	32.3	161.2 
3325	0	5	32.4	161.9 
3326	0	5	32.5	160.8 
3327	0	5	32.6	134.1 
3328	0	5	32.7	156.2 
3329	0	5	32.8	169.9 
3330	0	5	32.9	168.2 
3331	0	5	33.0	149.5 
3332	0	5	33.1	144.3 
3333	0	5	33.2	121.2 
3334	0	5	33.3	144.1 
3335	0	5	33.4	158.8 
3336	0	5	33.5	170.8 
3337	0	5	33.6	139.9 
3338	0	5	33.7	128.4 
3339	0	5	33.8	112.0 
3340	0	5	33.9	125.9 
3341	0	5	34.0	160.3 
3342	0	5	34.1	186.3 
3343	0	5	34.2	169.0 
3344	0	5	34.3	171.1 
3345	0	5	34.4	155.3 
3346	0	5	34.5	136.7 
3347	0	5	34.6	132.3 
3348	0	5	34.7	159.5 
3349	0	5	34.8	177.2 
3350	0	5	34.9	154.1 
3351	0	5	35.0	160.8 
3352	0	5	35.1	158.9 
3353	0	5	35.2	166.3 
3354	0	5	35.3	147.3 
3355	0	5	35.4	143.7 
3356	0	5	35.5	167.8 
3357	0	5	35.6	173.7 
3358	0	5	35.7	172.0 
3359	0	5	35.8	162.8 
3360	0	5	35.9	148.3 
3361	0	5	36.0	135.5 
3362	0	5	36.1	135.8 
3363	0	5	36.2	178.2 
3364	0	5	36.3	206.8 
3365	0	5	36.4	189.6 
3366	0	5	36.5	181.9 
3367	0	5	36.6	168.4 
3368	0	5	36.7	156.7 
3369	0	5	36.8	138.6 
3370	0	5	36.9	114.3 
3371	0	5	37.0	112.3 
3372	0	5	37.1	121.9 
3373	0	5	37.2	133.5 
3374	0	5	37.3	133.0 
3375	0	5	37.4	129.0 
3376	0	5	37.5	111.0 
3377	0	5	37.6	111.9 
3378	0	5	37.7	105.3 
3379	0	5	37.8	 85.3 
3380	0	5	37.9	125.1 
3381	0	5	38.0	135.9 
3382	0	5	38.1	119.6 
3383	0	5	38.2	110.6 
3384	0	5	38.3	 90.4 
